"","id","plate","box","block","temp","nominal_conc","detected_conc","temp_conc","TTKD","status","pesticide"
"745",29,6,"24C_2",2,24,0,0,"24_0",16,1,"atrazine"
"746",30,6,"24C_2",2,24,0,0,"24_0",16,1,"atrazine"
"747",31,7,"24C_3",3,24,0,0,"24_0",8,1,"atrazine"
"748",32,7,"24C_3",3,24,0,0,"24_0",16,1,"atrazine"
"749",33,7,"24C_3",3,24,0,0,"24_0",16,1,"atrazine"
"750",34,7,"24C_3",3,24,0,0,"24_0",18,1,"atrazine"
"751",35,7,"24C_3",3,24,0,0,"24_0",20,1,"atrazine"
"752",36,8,"24C_4",3,24,0,0,"24_0",16,1,"atrazine"
"753",37,8,"24C_4",3,24,0,0,"24_0",18,1,"atrazine"
"754",38,8,"24C_4",3,24,0,0,"24_0",18,1,"atrazine"
"755",39,8,"24C_4",3,24,0,0,"24_0",18,1,"atrazine"
"756",40,8,"24C_4",3,24,0,0,"24_0",18,1,"atrazine"
"757",41,9,"30C_1",1,30,0,0,"30_0",4,1,"atrazine"
"758",42,9,"30C_1",1,30,0,0,"30_0",8,1,"atrazine"
"759",43,9,"30C_1",1,30,0,0,"30_0",10,1,"atrazine"
"760",44,9,"30C_1",1,30,0,0,"30_0",10,1,"atrazine"
"761",45,9,"30C_1",1,30,0,0,"30_0",10,1,"atrazine"
"762",46,10,"30C_2",1,30,0,0,"30_0",10,1,"atrazine"
"763",47,10,"30C_2",1,30,0,0,"30_0",10,1,"atrazine"
"764",48,10,"30C_2",1,30,0,0,"30_0",12,1,"atrazine"
"765",49,10,"30C_2",1,30,0,0,"30_0",12,1,"atrazine"
"766",50,10,"30C_2",1,30,0,0,"30_0",14,1,"atrazine"
"767",51,11,"30C_3",2,30,0,0,"30_0",12,1,"atrazine"
"768",52,11,"30C_3",2,30,0,0,"30_0",12,1,"atrazine"
"769",53,11,"30C_3",2,30,0,0,"30_0",12,1,"atrazine"
"770",54,11,"30C_3",2,30,0,0,"30_0",14,1,"atrazine"
"771",55,11,"30C_3",2,30,0,0,"30_0",14,1,"atrazine"
"772",56,12,"30C_4",3,30,0,0,"30_0",10,1,"atrazine"
"773",57,12,"30C_4",3,30,0,0,"30_0",10,1,"atrazine"
"774",58,12,"30C_4",3,30,0,0,"30_0",12,1,"atrazine"
"775",59,12,"30C_4",3,30,0,0,"30_0",12,1,"atrazine"
"776",60,12,"30C_4",3,30,0,0,"30_0",14,1,"atrazine"
"777",61,13,"18C_1",1,18,10,21,"18_10",24,1,"atrazine"
"778",62,13,"18C_1",1,18,10,21,"18_10",26,1,"atrazine"
"779",63,13,"18C_1",1,18,10,21,"18_10",28,1,"atrazine"
"780",64,13,"18C_1",1,18,10,21,"18_10",28,1,"atrazine"
"781",65,13,"18C_1",1,18,10,21,"18_10",28,1,"atrazine"
"782",66,14,"18C_2",2,18,10,21,"18_10",24,1,"atrazine"
"783",67,14,"18C_2",2,18,10,21,"18_10",26,1,"atrazine"
"784",68,14,"18C_2",2,18,10,21,"18_10",28,1,"atrazine"
"785",69,14,"18C_2",2,18,10,21,"18_10",28,1,"atrazine"
"786",70,14,"18C_2",2,18,10,21,"18_10",28,1,"atrazine"
"787",71,15,"18C_3",3,18,10,21,"18_10",24,1,"atrazine"
"788",72,15,"18C_3",3,18,10,21,"18_10",24,1,"atrazine"
"789",73,15,"18C_3",3,18,10,21,"18_10",24,1,"atrazine"
"790",74,15,"18C_3",3,18,10,21,"18_10",26,1,"atrazine"
"791",75,15,"18C_3",3,18,10,21,"18_10",28,1,"atrazine"
"792",76,16,"18C_4",2,18,10,21,"18_10",22,1,"atrazine"
"793",77,16,"18C_4",2,18,10,21,"18_10",24,1,"atrazine"
"794",78,16,"18C_4",2,18,10,21,"18_10",26,1,"atrazine"
"795",79,16,"18C_4",2,18,10,21,"18_10",28,1,"atrazine"
"796",80,16,"18C_4",2,18,10,21,"18_10",28,1,"atrazine"
"797",81,17,"24C_1",1,24,10,21,"24_10",16,1,"atrazine"
"798",82,17,"24C_1",1,24,10,21,"24_10",20,1,"atrazine"
"799",83,17,"24C_1",1,24,10,21,"24_10",20,1,"atrazine"
"800",84,17,"24C_1",1,24,10,21,"24_10",20,1,"atrazine"
"801",85,17,"24C_1",1,24,10,21,"24_10",20,1,"atrazine"
"802",86,18,"24C_2",2,24,10,21,"24_10",12,1,"atrazine"
"803",87,18,"24C_2",2,24,10,21,"24_10",12,1,"atrazine"
"804",88,18,"24C_2",2,24,10,21,"24_10",12,1,"atrazine"
"805",89,18,"24C_2",2,24,10,21,"24_10",14,1,"atrazine"
"806",90,18,"24C_2",2,24,10,21,"24_10",14,1,"atrazine"
"807",91,19,"24C_3",3,24,10,21,"24_10",12,1,"atrazine"
"808",92,19,"24C_3",3,24,10,21,"24_10",12,1,"atrazine"
"809",93,19,"24C_3",3,24,10,21,"24_10",12,1,"atrazine"
"810",94,19,"24C_3",3,24,10,21,"24_10",14,1,"atrazine"
"811",95,19,"24C_3",3,24,10,21,"24_10",16,1,"atrazine"
"812",96,20,"24C_4",3,24,10,21,"24_10",12,1,"atrazine"
"813",97,20,"24C_4",3,24,10,21,"24_10",14,1,"atrazine"
"814",98,20,"24C_4",3,24,10,21,"24_10",14,1,"atrazine"
"815",99,20,"24C_4",3,24,10,21,"24_10",14,1,"atrazine"
"816",100,20,"24C_4",3,24,10,21,"24_10",16,1,"atrazine"
"817",101,21,"30C_1",1,30,10,21,"30_10",10,1,"atrazine"
"818",102,21,"30C_1",1,30,10,21,"30_10",10,1,"atrazine"
"819",103,21,"30C_1",1,30,10,21,"30_10",10,1,"atrazine"
"820",104,21,"30C_1",1,30,10,21,"30_10",12,1,"atrazine"
"821",105,21,"30C_1",1,30,10,21,"30_10",12,1,"atrazine"
"822",106,22,"30C_2",1,30,10,21,"30_10",6,1,"atrazine"
"823",107,22,"30C_2",1,30,10,21,"30_10",8,1,"atrazine"
"824",108,22,"30C_2",1,30,10,21,"30_10",8,1,"atrazine"
"825",109,22,"30C_2",1,30,10,21,"30_10",10,1,"atrazine"
"826",110,22,"30C_2",1,30,10,21,"30_10",10,1,"atrazine"
"827",111,23,"30C_3",2,30,10,21,"30_10",6,1,"atrazine"
"828",112,23,"30C_3",2,30,10,21,"30_10",6,1,"atrazine"
"829",113,23,"30C_3",2,30,10,21,"30_10",10,1,"atrazine"
"830",114,23,"30C_3",2,30,10,21,"30_10",10,1,"atrazine"
"831",115,23,"30C_3",2,30,10,21,"30_10",10,1,"atrazine"
"832",116,24,"30C_4",3,30,10,21,"30_10",8,1,"atrazine"
"833",117,24,"30C_4",3,30,10,21,"30_10",8,1,"atrazine"
"834",118,24,"30C_4",3,30,10,21,"30_10",8,1,"atrazine"
"835",119,24,"30C_4",3,30,10,21,"30_10",10,1,"atrazine"
"836",120,24,"30C_4",3,30,10,21,"30_10",10,1,"atrazine"
"837",121,25,"18C_1",1,18,20,30,"18_20",20,1,"atrazine"
"838",122,25,"18C_1",1,18,20,30,"18_20",22,1,"atrazine"
"839",123,25,"18C_1",1,18,20,30,"18_20",24,1,"atrazine"
"840",124,25,"18C_1",1,18,20,30,"18_20",24,1,"atrazine"
"841",125,25,"18C_1",1,18,20,30,"18_20",26,1,"atrazine"
"842",126,26,"18C_2",2,18,20,30,"18_20",12,1,"atrazine"
"843",127,26,"18C_2",2,18,20,30,"18_20",24,1,"atrazine"
"844",128,26,"18C_2",2,18,20,30,"18_20",26,1,"atrazine"
"845",129,26,"18C_2",2,18,20,30,"18_20",28,1,"atrazine"
"846",130,26,"18C_2",2,18,20,30,"18_20",28,1,"atrazine"
"847",131,27,"18C_3",3,18,20,30,"18_20",18,1,"atrazine"
"848",132,27,"18C_3",3,18,20,30,"18_20",20,1,"atrazine"
"849",133,27,"18C_3",3,18,20,30,"18_20",24,1,"atrazine"
"850",134,27,"18C_3",3,18,20,30,"18_20",26,1,"atrazine"
"851",135,27,"18C_3",3,18,20,30,"18_20",26,1,"atrazine"
"852",136,28,"18C_4",2,18,20,30,"18_20",18,1,"atrazine"
"853",137,28,"18C_4",2,18,20,30,"18_20",22,1,"atrazine"
"854",138,28,"18C_4",2,18,20,30,"18_20",24,1,"atrazine"
"855",139,28,"18C_4",2,18,20,30,"18_20",26,1,"atrazine"
"856",140,28,"18C_4",2,18,20,30,"18_20",28,1,"atrazine"
"857",141,29,"24C_1",1,24,20,30,"24_20",12,1,"atrazine"
"858",142,29,"24C_1",1,24,20,30,"24_20",12,1,"atrazine"
"859",143,29,"24C_1",1,24,20,30,"24_20",14,1,"atrazine"
"860",144,29,"24C_1",1,24,20,30,"24_20",14,1,"atrazine"
"861",145,29,"24C_1",1,24,20,30,"24_20",16,1,"atrazine"
"862",146,30,"24C_2",2,24,20,30,"24_20",14,1,"atrazine"
"863",147,30,"24C_2",2,24,20,30,"24_20",14,1,"atrazine"
"864",148,30,"24C_2",2,24,20,30,"24_20",14,1,"atrazine"
"865",149,30,"24C_2",2,24,20,30,"24_20",14,1,"atrazine"
"866",150,30,"24C_2",2,24,20,30,"24_20",16,1,"atrazine"
"867",151,31,"24C_3",3,24,20,30,"24_20",12,1,"atrazine"
"868",152,31,"24C_3",3,24,20,30,"24_20",14,1,"atrazine"
"869",153,31,"24C_3",3,24,20,30,"24_20",14,1,"atrazine"
"870",154,31,"24C_3",3,24,20,30,"24_20",18,1,"atrazine"
"871",155,31,"24C_3",3,24,20,30,"24_20",20,1,"atrazine"
"872",156,32,"24C_4",3,24,20,30,"24_20",16,1,"atrazine"
"873",157,32,"24C_4",3,24,20,30,"24_20",16,1,"atrazine"
"874",158,32,"24C_4",3,24,20,30,"24_20",16,1,"atrazine"
"875",159,32,"24C_4",3,24,20,30,"24_20",16,1,"atrazine"
"876",160,32,"24C_4",3,24,20,30,"24_20",20,1,"atrazine"
"877",161,33,"30C_1",1,30,20,30,"30_20",10,1,"atrazine"
"878",162,33,"30C_1",1,30,20,30,"30_20",12,1,"atrazine"
"879",163,33,"30C_1",1,30,20,30,"30_20",12,1,"atrazine"
"880",164,33,"30C_1",1,30,20,30,"30_20",12,1,"atrazine"
"881",165,33,"30C_1",1,30,20,30,"30_20",14,1,"atrazine"
"882",166,34,"30C_2",1,30,20,30,"30_20",8,1,"atrazine"
"883",167,34,"30C_2",1,30,20,30,"30_20",8,1,"atrazine"
"884",168,34,"30C_2",1,30,20,30,"30_20",10,1,"atrazine"
"885",169,34,"30C_2",1,30,20,30,"30_20",10,1,"atrazine"
"886",170,34,"30C_2",1,30,20,30,"30_20",10,1,"atrazine"
"887",171,35,"30C_3",2,30,20,30,"30_20",10,1,"atrazine"
"888",172,35,"30C_3",2,30,20,30,"30_20",10,1,"atrazine"
"889",173,35,"30C_3",2,30,20,30,"30_20",12,1,"atrazine"
"890",174,35,"30C_3",2,30,20,30,"30_20",12,1,"atrazine"
"891",175,35,"30C_3",2,30,20,30,"30_20",12,1,"atrazine"
"892",176,36,"30C_4",3,30,20,30,"30_20",10,1,"atrazine"
"893",177,36,"30C_4",3,30,20,30,"30_20",10,1,"atrazine"
"894",178,36,"30C_4",3,30,20,30,"30_20",10,1,"atrazine"
"895",179,36,"30C_4",3,30,20,30,"30_20",12,1,"atrazine"
"896",180,36,"30C_4",3,30,20,30,"30_20",12,1,"atrazine"
"897",181,37,"18C_1",1,18,50,71,"18_50",24,1,"atrazine"
"898",182,37,"18C_1",1,18,50,71,"18_50",26,1,"atrazine"
"899",183,37,"18C_1",1,18,50,71,"18_50",28,1,"atrazine"
"900",184,37,"18C_1",1,18,50,71,"18_50",28,1,"atrazine"
"901",185,37,"18C_1",1,18,50,71,"18_50",28,1,"atrazine"
"902",186,38,"18C_2",2,18,50,71,"18_50",24,1,"atrazine"
"903",187,38,"18C_2",2,18,50,71,"18_50",26,1,"atrazine"
"904",188,38,"18C_2",2,18,50,71,"18_50",26,1,"atrazine"
"905",189,38,"18C_2",2,18,50,71,"18_50",28,1,"atrazine"
"906",190,38,"18C_2",2,18,50,71,"18_50",28,1,"atrazine"
"907",191,39,"18C_3",3,18,50,71,"18_50",26,1,"atrazine"
"908",192,39,"18C_3",3,18,50,71,"18_50",26,1,"atrazine"
"909",193,39,"18C_3",3,18,50,71,"18_50",26,1,"atrazine"
"910",194,39,"18C_3",3,18,50,71,"18_50",28,1,"atrazine"
"911",195,39,"18C_3",3,18,50,71,"18_50",28,1,"atrazine"
"912",196,40,"18C_4",2,18,50,71,"18_50",24,1,"atrazine"
"913",197,40,"18C_4",2,18,50,71,"18_50",24,1,"atrazine"
"914",198,40,"18C_4",2,18,50,71,"18_50",24,1,"atrazine"
"915",199,40,"18C_4",2,18,50,71,"18_50",26,1,"atrazine"
"916",200,40,"18C_4",2,18,50,71,"18_50",28,1,"atrazine"
"917",201,41,"24C_1",1,24,50,71,"24_50",14,1,"atrazine"
"918",202,41,"24C_1",1,24,50,71,"24_50",14,1,"atrazine"
"919",203,41,"24C_1",1,24,50,71,"24_50",14,1,"atrazine"
"920",204,41,"24C_1",1,24,50,71,"24_50",16,1,"atrazine"
"921",205,41,"24C_1",1,24,50,71,"24_50",16,1,"atrazine"
"922",206,42,"24C_2",2,24,50,71,"24_50",16,1,"atrazine"
"923",207,42,"24C_2",2,24,50,71,"24_50",16,1,"atrazine"
"924",208,42,"24C_2",2,24,50,71,"24_50",18,1,"atrazine"
"925",209,42,"24C_2",2,24,50,71,"24_50",18,1,"atrazine"
"926",210,42,"24C_2",2,24,50,71,"24_50",18,1,"atrazine"
"927",211,43,"24C_3",3,24,50,71,"24_50",12,1,"atrazine"
"928",212,43,"24C_3",3,24,50,71,"24_50",14,1,"atrazine"
"929",213,43,"24C_3",3,24,50,71,"24_50",14,1,"atrazine"
"930",214,43,"24C_3",3,24,50,71,"24_50",14,1,"atrazine"
"931",215,43,"24C_3",3,24,50,71,"24_50",14,1,"atrazine"
"932",216,44,"24C_4",3,24,50,71,"24_50",14,1,"atrazine"
"933",217,44,"24C_4",3,24,50,71,"24_50",14,1,"atrazine"
"934",218,44,"24C_4",3,24,50,71,"24_50",16,1,"atrazine"
"935",219,44,"24C_4",3,24,50,71,"24_50",16,1,"atrazine"
"936",220,44,"24C_4",3,24,50,71,"24_50",16,1,"atrazine"
"937",221,45,"30C_1",1,30,50,71,"30_50",8,1,"atrazine"
"938",222,45,"30C_1",1,30,50,71,"30_50",12,1,"atrazine"
"939",223,45,"30C_1",1,30,50,71,"30_50",12,1,"atrazine"
"940",224,45,"30C_1",1,30,50,71,"30_50",14,1,"atrazine"
"941",225,45,"30C_1",1,30,50,71,"30_50",14,1,"atrazine"
"942",226,46,"30C_2",1,30,50,71,"30_50",12,1,"atrazine"
"943",227,46,"30C_2",1,30,50,71,"30_50",12,1,"atrazine"
"944",228,46,"30C_2",1,30,50,71,"30_50",12,1,"atrazine"
"945",229,46,"30C_2",1,30,50,71,"30_50",14,1,"atrazine"
"946",230,46,"30C_2",1,30,50,71,"30_50",14,1,"atrazine"
"947",231,47,"30C_3",2,30,50,71,"30_50",8,1,"atrazine"
"948",232,47,"30C_3",2,30,50,71,"30_50",10,1,"atrazine"
"949",233,47,"30C_3",2,30,50,71,"30_50",12,1,"atrazine"
"950",234,47,"30C_3",2,30,50,71,"30_50",12,1,"atrazine"
"951",235,47,"30C_3",2,30,50,71,"30_50",12,1,"atrazine"
"952",236,48,"30C_4",3,30,50,71,"30_50",6,1,"atrazine"
"953",237,48,"30C_4",3,30,50,71,"30_50",8,1,"atrazine"
"954",238,48,"30C_4",3,30,50,71,"30_50",10,1,"atrazine"
"955",239,48,"30C_4",3,30,50,71,"30_50",10,1,"atrazine"
"956",240,48,"30C_4",3,30,50,71,"30_50",10,1,"atrazine"
"957",241,49,"18C_1",1,18,100,178,"18_100",24,1,"atrazine"
"958",242,49,"18C_1",1,18,100,178,"18_100",24,1,"atrazine"
"959",243,49,"18C_1",1,18,100,178,"18_100",26,1,"atrazine"
"960",244,49,"18C_1",1,18,100,178,"18_100",28,1,"atrazine"
"961",245,49,"18C_1",1,18,100,178,"18_100",28,1,"atrazine"
"962",246,50,"18C_2",2,18,100,178,"18_100",26,1,"atrazine"
"963",247,50,"18C_2",2,18,100,178,"18_100",26,1,"atrazine"
"964",248,50,"18C_2",2,18,100,178,"18_100",26,1,"atrazine"
"965",249,50,"18C_2",2,18,100,178,"18_100",26,1,"atrazine"
"966",250,50,"18C_2",2,18,100,178,"18_100",28,1,"atrazine"
"967",251,51,"18C_3",3,18,100,178,"18_100",24,1,"atrazine"
"968",252,51,"18C_3",3,18,100,178,"18_100",26,1,"atrazine"
"969",253,51,"18C_3",3,18,100,178,"18_100",26,1,"atrazine"
"970",254,51,"18C_3",3,18,100,178,"18_100",26,1,"atrazine"
"971",255,51,"18C_3",3,18,100,178,"18_100",28,1,"atrazine"
"972",256,52,"18C_4",2,18,100,178,"18_100",26,1,"atrazine"
"973",257,52,"18C_4",2,18,100,178,"18_100",26,1,"atrazine"
"974",258,52,"18C_4",2,18,100,178,"18_100",26,1,"atrazine"
"975",259,52,"18C_4",2,18,100,178,"18_100",28,1,"atrazine"
"976",260,52,"18C_4",2,18,100,178,"18_100",28,1,"atrazine"
"977",261,53,"24C_1",1,24,100,178,"24_100",6,1,"atrazine"
"978",262,53,"24C_1",1,24,100,178,"24_100",14,1,"atrazine"
"979",263,53,"24C_1",1,24,100,178,"24_100",14,1,"atrazine"
"980",264,53,"24C_1",1,24,100,178,"24_100",14,1,"atrazine"
"981",265,53,"24C_1",1,24,100,178,"24_100",20,1,"atrazine"
"982",266,54,"24C_2",2,24,100,178,"24_100",12,1,"atrazine"
"983",267,54,"24C_2",2,24,100,178,"24_100",14,1,"atrazine"
"984",268,54,"24C_2",2,24,100,178,"24_100",14,1,"atrazine"
"985",269,54,"24C_2",2,24,100,178,"24_100",14,1,"atrazine"
"986",270,54,"24C_2",2,24,100,178,"24_100",14,1,"atrazine"
"987",271,55,"24C_3",3,24,100,178,"24_100",14,1,"atrazine"
"988",272,55,"24C_3",3,24,100,178,"24_100",18,1,"atrazine"
"989",273,55,"24C_3",3,24,100,178,"24_100",18,1,"atrazine"
"990",274,55,"24C_3",3,24,100,178,"24_100",18,1,"atrazine"
"991",275,55,"24C_3",3,24,100,178,"24_100",18,1,"atrazine"
"992",276,56,"24C_4",3,24,100,178,"24_100",14,1,"atrazine"
"993",277,56,"24C_4",3,24,100,178,"24_100",14,1,"atrazine"
"994",278,56,"24C_4",3,24,100,178,"24_100",14,1,"atrazine"
"995",279,56,"24C_4",3,24,100,178,"24_100",16,1,"atrazine"
"996",280,56,"24C_4",3,24,100,178,"24_100",16,1,"atrazine"
"997",281,57,"30C_1",1,30,100,178,"30_100",8,1,"atrazine"
"998",282,57,"30C_1",1,30,100,178,"30_100",8,1,"atrazine"
"999",283,57,"30C_1",1,30,100,178,"30_100",10,1,"atrazine"
"1000",284,57,"30C_1",1,30,100,178,"30_100",10,1,"atrazine"
"1001",285,57,"30C_1",1,30,100,178,"30_100",10,1,"atrazine"
"1002",286,58,"30C_2",1,30,100,178,"30_100",10,1,"atrazine"
"1003",287,58,"30C_2",1,30,100,178,"30_100",10,1,"atrazine"
"1004",288,58,"30C_2",1,30,100,178,"30_100",10,1,"atrazine"
"1005",289,58,"30C_2",1,30,100,178,"30_100",10,1,"atrazine"
"1006",290,58,"30C_2",1,30,100,178,"30_100",10,1,"atrazine"
"1007",291,59,"30C_3",2,30,100,178,"30_100",6,1,"atrazine"
"1008",292,59,"30C_3",2,30,100,178,"30_100",6,1,"atrazine"
"1009",293,59,"30C_3",2,30,100,178,"30_100",6,1,"atrazine"
"1010",294,59,"30C_3",2,30,100,178,"30_100",6,1,"atrazine"
"1011",295,59,"30C_3",2,30,100,178,"30_100",8,1,"atrazine"
"1012",296,60,"30C_4",3,30,100,178,"30_100",6,1,"atrazine"
"1013",297,60,"30C_4",3,30,100,178,"30_100",6,1,"atrazine"
"1014",298,60,"30C_4",3,30,100,178,"30_100",10,1,"atrazine"
"1015",299,60,"30C_4",3,30,100,178,"30_100",10,1,"atrazine"
"1016",300,60,"30C_4",3,30,100,178,"30_100",10,1,"atrazine"
"1017",301,61,"18C_1",1,18,200,258,"18_200",26,1,"atrazine"
"1018",302,61,"18C_1",1,18,200,258,"18_200",26,1,"atrazine"
"1019",303,61,"18C_1",1,18,200,258,"18_200",28,1,"atrazine"
"1020",304,61,"18C_1",1,18,200,258,"18_200",28,1,"atrazine"
"1021",305,61,"18C_1",1,18,200,258,"18_200",28,1,"atrazine"
"1022",306,62,"18C_2",2,18,200,258,"18_200",24,1,"atrazine"
"1023",307,62,"18C_2",2,18,200,258,"18_200",26,1,"atrazine"
"1024",308,62,"18C_2",2,18,200,258,"18_200",26,1,"atrazine"
"1025",309,62,"18C_2",2,18,200,258,"18_200",26,1,"atrazine"
"1026",310,62,"18C_2",2,18,200,258,"18_200",28,1,"atrazine"
"1027",311,63,"18C_3",3,18,200,258,"18_200",10,1,"atrazine"
"1028",312,63,"18C_3",3,18,200,258,"18_200",26,1,"atrazine"
"1029",313,63,"18C_3",3,18,200,258,"18_200",26,1,"atrazine"
"1030",314,63,"18C_3",3,18,200,258,"18_200",28,1,"atrazine"
"1031",315,63,"18C_3",3,18,200,258,"18_200",28,1,"atrazine"
"1032",316,64,"18C_4",2,18,200,258,"18_200",26,1,"atrazine"
"1033",317,64,"18C_4",2,18,200,258,"18_200",26,1,"atrazine"
"1034",318,64,"18C_4",2,18,200,258,"18_200",26,1,"atrazine"
"1035",319,64,"18C_4",2,18,200,258,"18_200",26,1,"atrazine"
"1036",320,64,"18C_4",2,18,200,258,"18_200",26,1,"atrazine"
"1037",321,65,"24C_1",1,24,200,258,"24_200",2,1,"atrazine"
"1038",322,65,"24C_1",1,24,200,258,"24_200",18,1,"atrazine"
"1039",323,65,"24C_1",1,24,200,258,"24_200",18,1,"atrazine"
"1040",324,65,"24C_1",1,24,200,258,"24_200",20,1,"atrazine"
"1041",325,65,"24C_1",1,24,200,258,"24_200",20,1,"atrazine"
"1042",326,66,"24C_2",2,24,200,258,"24_200",12,1,"atrazine"
"1043",327,66,"24C_2",2,24,200,258,"24_200",14,1,"atrazine"
"1044",328,66,"24C_2",2,24,200,258,"24_200",14,1,"atrazine"
"1045",329,66,"24C_2",2,24,200,258,"24_200",14,1,"atrazine"
"1046",330,66,"24C_2",2,24,200,258,"24_200",16,1,"atrazine"
"1047",331,67,"24C_3",3,24,200,258,"24_200",14,1,"atrazine"
"1048",332,67,"24C_3",3,24,200,258,"24_200",16,1,"atrazine"
"1049",333,67,"24C_3",3,24,200,258,"24_200",16,1,"atrazine"
"1050",334,67,"24C_3",3,24,200,258,"24_200",16,1,"atrazine"
"1051",335,67,"24C_3",3,24,200,258,"24_200",16,1,"atrazine"
"1052",336,68,"24C_4",3,24,200,258,"24_200",14,1,"atrazine"
"1053",337,68,"24C_4",3,24,200,258,"24_200",14,1,"atrazine"
"1054",338,68,"24C_4",3,24,200,258,"24_200",14,1,"atrazine"
"1055",339,68,"24C_4",3,24,200,258,"24_200",16,1,"atrazine"
"1056",340,68,"24C_4",3,24,200,258,"24_200",16,1,"atrazine"
"1057",341,69,"30C_1",1,30,200,258,"30_200",4,1,"atrazine"
"1058",342,69,"30C_1",1,30,200,258,"30_200",8,1,"atrazine"
"1059",343,69,"30C_1",1,30,200,258,"30_200",8,1,"atrazine"
"1060",344,69,"30C_1",1,30,200,258,"30_200",8,1,"atrazine"
"1061",345,69,"30C_1",1,30,200,258,"30_200",10,1,"atrazine"
"1062",346,70,"30C_2",1,30,200,258,"30_200",8,1,"atrazine"
"1063",347,70,"30C_2",1,30,200,258,"30_200",8,1,"atrazine"
"1064",348,70,"30C_2",1,30,200,258,"30_200",10,1,"atrazine"
"1065",349,70,"30C_2",1,30,200,258,"30_200",10,1,"atrazine"
"1066",350,70,"30C_2",1,30,200,258,"30_200",12,1,"atrazine"
"1067",351,71,"30C_3",2,30,200,258,"30_200",6,1,"atrazine"
"1068",352,71,"30C_3",2,30,200,258,"30_200",6,1,"atrazine"
"1069",353,71,"30C_3",2,30,200,258,"30_200",6,1,"atrazine"
"1070",354,71,"30C_3",2,30,200,258,"30_200",8,1,"atrazine"
"1071",355,71,"30C_3",2,30,200,258,"30_200",10,1,"atrazine"
"1072",356,72,"30C_4",3,30,200,258,"30_200",12,1,"atrazine"
"1073",357,72,"30C_4",3,30,200,258,"30_200",12,1,"atrazine"
"1074",358,72,"30C_4",3,30,200,258,"30_200",12,1,"atrazine"
"1075",359,72,"30C_4",3,30,200,258,"30_200",12,1,"atrazine"
"1076",360,72,"30C_4",3,30,200,258,"30_200",14,1,"atrazine"
